"Mid Depth zi (cm)","Total Pb-210 dmp/g","Total Pb-210 Uncertainty u(Pb-210) dmp/g","Supported Pb-210 dmp/g","Supported Pb-210 Uncertainty u(sPb-210) dmp/g","Excess Pb-210 Ci dmp/g","Excess Pb-210 Uncertainty u(Ci) dmp/g","Excess Pb-210 C(i) dmp/g","Excess Pb-210 Uncertainty u(C(i)) dmp/g","Inventory delta Ai dpm/cm^2","Inventory Uncertainty u(delta Ai) dpm/cm^2","Mass Depth mi (g/cm^2)","ln(Ci)","u(ln(Ci))"
22.5,3.21097080788623,0.0721826906393329,0.7,0.0724706193230163,2.51097080788623,0.102285539021873,,,0.835868768205688,0.0360316528457443,6.29045183145,0.920669454415408,0.0407354552671915
,,,,,,,2.71209368462199,0.0723267578605936,,,,,
23.5,3.61321656135775,0.0721825287202038,0.7,0.0724706193230163,2.91321656135775,0.102285424755947,,,0.964487576762503,0.0363706871337777,6.6224317174,1.06925781828222,0.0351108208406847
,,,,,,,2.5469752918716,0.0723268248583332,,,,,
24.5,2.88073402238545,0.072182959164791,0.7,0.0724706193230163,2.18073402238545,0.102285728519904,,,0.658244706212753,0.03246203608032,6.93889099655,0.779661527644005,0.0469042659351991
,,,,,,,2.16007193997603,0.072326923375621,,,,,
25.5,2.83940985756661,0.0721829235763061,0.7,0.0724706193230163,2.13940985756661,0.102285703405141,,,0.670359040713111,0.0336058781785502,7.24648288455,0.760530023510675,0.0478102421765419
,,,,,,,2.10422499438661,0.0723269756398257,,,,,
26.5,2.7690401312066,0.0721831686383316,0.7,0.0724706193230163,2.0690401312066,0.102285876345326,,,0.622121557019756,0.032395854536485,7.55349265405,0.727084795001881,0.0494363907217576
,,,,,,,2.0217078691407,0.072327065416821,,,,,
27.5,2.6743756070748,0.0721832834002689,0.7,0.0724706193230163,1.9743756070748,0.102285957332886,,,0.615462573141308,0.0334952132020155,7.85969586055,0.680252200051114,0.0518067367558453
,,,,,,,1.62230390231265,0.0723277318817945,,,,,
28.5,1.97023219755049,0.072185839775488,0.7,0.0724706193230163,1.27023219755049,0.102287761384996,,,0.385571062398467,0.0317344981090502,8.1673303279,0.239199716475557,0.0805268214600824
,,,,,,,1.20022824661888,0.0723285552218087,,,,,
29.5,1.83022429568727,0.0721865832941371,0.7,0.0724706193230163,1.13022429568727,0.102288286097397,,,0.369507002785506,0.0339119749237458,8.482568437,0.122416104786013,0.0905026431370396
,,,,,,,1.08379517748828,0.0723333757958313,,,,,
30.5,1.73736605928929,0.0722051582525746,0.7,0.0724706193230163,1.03736605928929,0.102301395607982,,,0.344069391262701,0.0343431283744176,8.8118726478,0.0366848653084589,0.0986164861399745
,,,,,,,0.84900629735808,0.0723357123295353,,,,,
31.5,1.36064653542687,0.0721959479782816,0.7,0.0724706193230163,0.66064653542687,0.102294895129446,,,0.199087761085348,0.031000946252618,9.1283870904,-0.414536324324158,0.154840583646365
,,,,,,,0.613413967201495,0.0723362555270634,,,,,
32.5,1.26618139897612,0.0722073349466701,0.7,0.0724706193230163,0.56618139897612,0.102302931948025,,,0.172338495795895,0.0312764497318698,9.43125725975,-0.568840759235159,0.180689319947686
,,,,,,,0.455907714355285,0.0723476233683348,,,,,
33.5,1.04563402973445,0.0722414969249807,0.7,0.0724706193230163,0.34563402973445,0.102327046976953,,,0.101249742752586,0.0300300007288937,9.7299205508,-1.06237478123285,0.296056054016355
,,,,,,,0.299627274219494,0.0723598202012037,,,,,
34.5,0.953620518704537,0.0722562046478848,0.7,0.0724706193230163,0.253620518704537,0.102337430958465,,,0.0769876709731338,0.0310935789234554,10.02816742325,-1.37191614997387,0.403506118042783
